gene id,name,3018_5139jL11HMBYSc6ab35_15_8_rem_of_zooids_StageA1to2,2372_5432b1_zooid_naive_stageAtoB,HISeq-Sample_944axbyd196-10,Hm9axByd196.6_4_219_2,2061_L11HMBY15xSC6ab_24_2_zooids,HISeq-Sample_bot_cDNA_15,2336_5139jL11HMBYSc6ab_15_9_vs_944axBYd196_6_4_101,2619_chimera_5432b_vs_5423b_zooid_StageA2,2626_chimera_5432b_vs_5423b_zooid_StageA2,2627_chimera_5432b_vs_5423b_zooid_StageA2,2662_HM9axBYd196_6_4_202_vs_944axBYd196_6_4_103,2390_chimera_L11HM9abld196_4_15_93_vs_944axbyd196_6_4_zooid_without_test,3562_5606b_vs_L11HMBY15xSC6ab_24_6
g14708.t1,Slc5a8,10,16,2,12,14,84,3,32,6,7,20,51,46
g14709.t1,ATP8A2,12,55,54,52,26,109,12,65,22,41,85,116,63
g1471.t1,Acsm3,14,36,4,6,7,16,4,108,20,38,10,24,41
g14710.t1,358332961,2,2,0,4,2,8,6,12,7,2,12,6,8
g14711.t1,g14711,0,0,0,0,2,6,0,0,0,0,0,0,0
g14712.t1,g14712,0,0,2,0,0,13,0,4,0,0,1,12,0
g14713.t1,g14713,122,8,1,28,6,31,8,78,14,23,31,110,44
g14714.t1,g14714,16,12,2,4,4,23,0,21,4,6,0,27,22
g14715.t1,g14715,0,0,0,0,0,0,0,0,0,0,2,0,0
g14716.t1,g14716,2,0,2,4,0,8,0,2,0,2,0,6,2
g14717.t1,g14717,16,2,2,8,3,52,4,9,4,7,12,8,7
g14718.t1,FNTA,122,24,48,74,142,60,40,106,32,63,153,124,226
g14719.t1,STRN3,30,28,94,10,42,415,28,197,42,50,10,161,201
g1472.t1,198413597,40,26,51,25,22,146,14,6,4,21,11,33,11
g14720.t1,EPT1,50,8,27,42,16,38,12,34,24,27,30,66,81
g14721.t1,g14721,6,0,2,1,2,4,0,11,2,3,0,5,4
g14722.t1,g14722,2,6,5,2,2,38,10,38,3,0,8,4,17
g14723.t1,g14723,70,24,15,4,14,16,8,135,18,27,42,42,59
g14724.t1,CHRNA10,0,6,0,2,0,0,0,0,0,0,0,0,2
g14725.t1,NOTCH2,8,10,0,0,4,0,6,8,22,6,0,19,9
g14726.t1,g14726,6,8,2,0,2,21,8,18,4,2,2,19,2
g14728.t1,g14728,4,2,2,0,0,8,0,10,0,0,0,0,0
g14729.t1,g14729,391,295,163,158,72,712,199,632,271,304,318,554,322
g1473.t1,g1473,0,0,0,0,0,23,0,0,0,0,0,0,0
g14730.t1,Prkg1,2,0,0,0,0,2,0,8,0,0,0,0,0
g14731.t1,PRKG2,2,4,2,2,2,5,0,12,6,4,2,0,2
g14732.t1,g14732,12,6,0,6,0,2,0,2,4,0,0,2,0
g14733.t1,g14733,10,28,43,16,5,124,9,31,6,38,13,19,15
g14734.t1,ALPI,66,172,17,16,3,35,23,158,41,99,22,102,30
g14735.t1,g14735,67,17,34,38,32,79,17,59,20,48,40,30,53
g14736.t1,g14736,25,16,6,6,1,11,31,44,12,22,32,68,27
g14737.t1,g14737,0,6,12,0,4,11,2,22,2,18,23,20,24
g14738.t1,g14738,6,0,0,0,0,0,0,0,0,0,0,0,0
g14739.t1,g14739,22,0,0,2,0,20,4,14,0,0,8,163,20
g1474.t1,g1474,2,2,0,0,0,0,2,2,0,2,6,0,10
g14740.t1,g14740,50,10,0,0,0,2,25,24,16,8,0,10,6
g14741.t1,g14741,12,2,1,4,2,14,0,7,4,0,0,0,0
g14742.t1,g14742,50,28,6,29,16,111,28,76,32,68,31,99,50
g14743.t1,Rcl,82,58,83,87,134,116,18,60,32,18,164,129,106
g14744.t1,DMXL1,372,290,133,102,132,344,54,579,236,264,122,387,397
g14745.t1,g14745,75,84,7,21,17,101,40,135,24,72,60,155,95
g14746.t1,SELE,10,4,0,8,2,8,0,14,2,4,0,30,2
g14747.t1,g14747,30,19,1,0,0,16,4,4,2,1,9,10,4
g14748.t1,g14748,129,27,4,6,4,121,40,46,18,15,13,32,10
g14749.t1,g14749,28,24,1,2,2,18,10,2,4,7,2,36,4
g1475.t1,g1475,10,2,0,18,0,7,1,2,0,0,0,8,3
g14750.t1,g14750,6,0,0,0,0,12,0,2,6,0,0,2,0
g14751.t1,g14751,16,18,4,26,16,25,16,39,6,22,14,31,43
g14752.t1,g14752,62,50,151,0,8,109,0,136,66,43,91,46,1899
g14753.t1,g14753,50,2,9,4,0,8,2,11,6,0,6,4,18
g14754.t1,g14754,85,25,10,32,14,212,27,74,14,32,10,87,55
g14755.t1,g14755,92,24,5,14,24,114,27,32,22,20,10,114,20
g14756.t1,g14756,0,8,0,0,0,0,0,7,0,0,0,6,2
g14757.t1,g14757,259,198,35,150,62,393,161,236,93,205,107,353,297
g14758.t1,g14758,2,2,4,4,0,2,0,0,2,0,0,0,0
g14759.t1,g14759,27,4,0,2,4,6,0,4,2,2,0,9,2
g1476.t1,g1476,40,4,6,11,23,32,15,14,16,12,27,41,22
g14760.t1,g14760,8,0,2,2,0,6,0,0,0,4,0,6,0
g14761.t1,g14761,0,0,0,0,2,2,0,0,0,0,0,0,0
g14762.t1,g14762,2,0,0,0,0,0,0,6,10,4,2,0,2
g14763.t1,g14763,0,2,0,0,0,0,0,2,0,0,0,0,2
g14764.t1,g14764,14,4,0,6,4,14,12,13,0,8,6,21,19
g14765.t1,326915423,672,356,65,396,258,704,557,946,205,607,689,1392,1200
g14766.t1,g14766,56,6,15,2,4,66,30,76,26,55,6,52,100
g14767.t1,g14767,40,14,4,10,8,36,2,10,2,6,6,15,12
g14768.t1,g14768,54,4,11,73,17,101,45,268,69,66,37,162,273
g14769.t1,198419744,48,63,12,20,4,85,13,56,28,56,13,29,93
g1477.t1,g1477,0,0,0,8,0,3,1,4,0,6,4,2,9
g14770.t1,g14770,4,2,0,0,3,4,0,4,0,0,2,6,4
g14771.t1,198420134,1288,316,35,95,327,186,342,766,444,655,192,944,828
g14772.t1,Pla2g1b,64,81,109,48,86,317,45,389,90,128,353,277,317
g14773.t1,g14773,67,46,4,16,2,2,5,46,22,8,32,14,30
g14774.t1,g14774,20,12,0,6,14,26,0,16,2,8,2,20,2
g14775.t1,g14775,16,50,2,4,0,4,0,10,0,6,6,17,7
g14776.t1,g14776,28,12,0,2,0,0,5,33,12,12,12,27,57
g14777.t1,g14777,118,86,4,4,0,17,29,58,28,43,20,166,70
g14778.t1,g14778,16,4,2,0,2,21,0,52,7,6,11,7,8
g14779.t1,g14779,2,2,0,10,15,18,6,7,8,11,1,13,3
g1478.t1,Rtcd1,294,114,4,45,98,10,34,174,110,82,30,122,194
g14780.t1,g14780,92,179,8,45,26,127,44,155,117,152,44,104,137
g14781.t1,g14781,41,10,3,7,9,41,3,12,8,3,5,16,2
g14782.t1,Thoc5,36,26,15,36,78,86,17,31,38,33,23,73,42
g14783.t1,g14783,120,8,6,2,0,40,16,57,10,43,4,8,118
g14784.t1,198423919,234,62,3,2,6,7,67,37,28,16,17,21,114
g14785.t1,Znfx1,300,36,8,10,0,30,87,75,22,51,32,64,150
g14786.t1,C6orf183,38,14,5,0,2,6,10,64,14,18,9,38,30
g14787.t1,g14787,50,6,0,4,7,18,9,15,8,2,7,34,39
g14788.t1,Klhl12,2,88,6,0,10,48,0,14,6,8,4,10,9
g14789.t1,198425653,214,100,23,10,0,30,19,94,86,110,33,78,115
g1479.t1,AASDH,8,2,0,2,6,6,0,11,0,12,6,2,6
g14790.t1,g14790,24,6,7,10,26,8,8,32,40,36,24,21,33
g14791.t1,ABCG2,198,96,38,54,48,91,172,182,69,103,42,146,186
g14792.t1,g14792,10,0,0,0,2,10,2,0,0,0,0,2,2
g14793.t1,PKD2L1,773,950,87,169,44,523,311,1545,419,917,304,1400,1351
g14794.t1,g14794,4,4,0,7,80,22,2,13,4,2,0,0,9
g14795.t1,g14795,0,0,0,0,0,0,0,0,0,0,2,0,0
g14796.t1,SUCLG1,186,56,117,101,222,204,53,313,100,198,163,183,267
g14797.t1,Ryk,120,131,26,36,84,137,42,207,60,138,94,188,161
g14798.t1,g14798,23,88,8,32,0,63,11,25,12,46,6,28,10
g14799.t1,g14799,0,0,0,0,0,0,0,0,0,0,0,0,0
g148.t1,g148,16,6,6,12,2,30,2,13,6,22,4,6,0
g1480.t1,RECQL5,8,8,2,2,10,41,4,2,8,0,8,2,8
g14800.t1,g14800,6,10,6,14,2,9,0,16,0,4,2,0,8
g14801.t1,g14801,50,8,0,28,2,110,30,13,12,14,34,45,19
g14802.t1,g14802,8,4,0,2,1,9,2,6,2,2,12,8,8
g14803.t1,g14803,22,6,4,4,0,13,6,5,0,2,4,12,7
g14804.t1,g14804,2,10,0,10,0,18,10,35,11,3,2,66,17
g14805.t1,g14805,16,6,0,5,4,26,6,16,2,2,3,15,4
g14806.t1,g14806,16,2,0,2,4,4,2,3,0,0,0,1,0
g14807.t1,198431763,44,12,7,9,0,61,20,66,18,53,17,196,171
g14808.t1,g14808,4,0,0,0,0,4,2,4,0,0,2,0,2
g14809.t1,g14809,2,9,2,0,0,2,0,12,4,16,0,2,4
g1481.t1,A1CF,8,52,618,350,20,774,14,26,56,8,8,4,6
g14810.t1,Msantd3,0,2,0,2,2,2,2,2,2,0,4,6,2
g14811.t1,g14811,89,16,15,22,11,205,13,23,14,14,4,60,48
g14812.t1,g14812,150,57,14,24,10,299,12,57,26,12,15,52,38
g14813.t1,g14813,64,63,38,18,32,28,18,137,68,34,41,148,98
g14814.t1,MED26,176,136,19,48,174,102,91,231,147,103,61,213,300
g14815.t1,g14815,11,18,20,25,17,228,38,74,6,38,33,132,72
g14816.t1,g14816,2,0,0,0,0,0,0,2,0,0,0,2,0
g14817.t1,g14817,46,375,52,4,0,51,32,291,72,122,50,0,80
g14818.t1,g14818,0,0,0,0,0,0,0,0,0,0,0,0,0
g14819.t1,g14819,0,0,0,2,0,0,0,0,0,0,0,0,0
g1482.t1,g1482,40,4,7,41,0,10,17,20,30,9,20,82,45
g14820.t1,ERVK6,16,11,6,34,57,18,15,18,4,21,6,12,34
g14821.t1,g14821,6,0,6,6,2,12,0,4,2,6,5,2,8
g14822.t1,g14822,2,48,6,61,6,120,10,18,20,15,28,35,15
g14823.t1,g14823,4,0,0,2,0,4,0,0,0,0,0,2,1
g14824.t1,g14824,22,53,1,19,6,34,20,18,10,14,8,31,13
g14825.t1,g14825,34,20,15,0,2,148,59,89,79,204,35,74,338
g14826.t1,C20orf7,30,13,7,1,2,18,6,9,8,8,3,14,12
g14827.t1,FAH,53,40,33,63,148,85,38,42,14,32,131,70,76
g14828.t1,g14828,0,0,0,0,0,6,0,0,0,0,0,0,6
g14829.t1,g14829,24,0,0,0,0,0,0,0,0,0,0,0,2
g1483.t1,Tuba1c,2872,2658,1105,2440,3234,1401,1350,3386,2112,2454,3571,2029,3377
g14830.t1,Pdcl3,122,68,176,84,146,466,32,54,46,28,120,150,113
g14831.t1,Ldhb,86,61,97,52,113,122,39,204,70,105,140,137,125
g14832.t1,Med6,104,124,54,19,73,130,66,114,68,102,53,196,90
g14833.t1,g14833,0,0,0,0,26,0,0,0,4,0,0,0,10
g14834.t1,g14834,157,275,26,105,150,167,170,308,60,193,134,253,212
g14835.t1,Git2,410,370,153,127,200,371,62,533,282,315,143,436,426
g14836.t1,g14836,125,182,140,500,26,210,44,504,220,404,143,266,230
g14837.t1,GSC,242,227,52,92,72,64,206,388,203,309,74,238,260
g14838.t1,g14838,480,266,75,48,122,132,103,377,167,316,111,642,371
g14839.t1,g14839,134,138,0,0,0,0,18,163,32,165,0,0,0
g1484.t1,g1484,26,3,4,4,0,5,0,37,4,15,17,35,16
g14840.t1,ESF1,62,76,29,24,119,240,10,54,24,23,32,62,58
g14841.t1,g14841,0,0,4,0,0,2,0,0,0,0,0,0,0
g14842.t1,g14842,8,4,0,4,6,5,6,1,0,12,8,26,15
g14843.t1,g14843,86,66,37,18,28,142,4,87,14,23,14,30,21
g14844.t1,g14844,14,6,20,62,0,36,2,32,8,32,29,35,12
g14845.t1,g14845,10,6,4,4,0,307,0,10,62,31,0,13,0
g14846.t1,g14846,9,18,4,3,4,19,1,16,2,8,3,6,12
g14847.t1,g14847,14,0,2,6,34,46,0,20,10,0,6,0,0
g14848.t1,GTF2IRD2,24,2,4,6,4,18,4,2,4,6,4,24,14
g14849.t1,g14849,538,339,137,349,70,1919,289,586,157,292,282,831,438
g1485.t1,g1485,4,0,0,2,0,2,0,0,0,0,0,8,2
g14850.t1,g14850,108,402,24,1387,61,368,72,634,281,312,36,1007,151
g14851.t1,g14851,60,24,9,42,19,144,30,83,15,45,39,156,124
g14852.t1,g14852,70,30,16,28,19,20,35,75,18,28,43,79,33
g14853.t1,g14853,80,56,12,51,34,28,26,60,10,14,17,53,54
g14854.t1,g14854,8,6,8,10,2,160,2,4,10,10,2,22,20
g14855.t1,Prmt5,8,4,14,8,11,32,0,64,6,24,46,20,45
g14856.t1,g14856,114,74,22,64,36,91,43,136,79,95,73,230,156
g14857.t1,g14857,6,8,4,2,6,22,10,9,2,4,2,33,3
g14858.t1,Snap25,18,2,15,6,14,38,16,42,16,2,2,13,26
g14859.t1,g14859,24,28,2,30,26,46,14,10,16,20,8,36,36
g1486.t1,g1486,0,0,0,0,0,0,0,0,0,0,0,0,0
g14860.t1,Atp6v1h,24,18,8,21,15,6,14,96,20,36,32,74,71
g14861.t1,g14861,72,58,7,12,8,16,4,82,47,73,6,32,31
g14862.t1,INPPL1,1140,623,419,335,167,1100,408,1288,554,762,297,846,765
g14863.t1,Gk5,0,2,3,1,0,4,2,6,4,2,0,8,4
g14864.t1,g14864,14,8,8,0,16,40,20,38,8,28,18,22,42
g14865.t1,g14865,6,0,3,4,4,4,4,59,2,16,8,12,11
g14866.t1,g14866,0,4,2,4,0,2,0,10,2,2,2,6,8
g14867.t1,g14867,22,12,2,14,30,12,17,54,13,28,13,68,48
g14868.t1,g14868,2,4,0,5,6,6,0,4,8,0,0,8,0
g14869.t1,RREB1,126,24,16,56,98,80,22,136,32,61,77,78,83
g1487.t1,g1487,142,12,16,22,2,28,2,28,10,34,59,58,17
g14870.t1,g14870,0,0,0,2,0,6,0,0,0,2,2,4,3
g14871.t1,g14871,12,2,16,32,16,106,8,59,18,24,32,86,76
g14872.t1,99030996,142,70,35,48,17,168,110,409,68,181,195,312,83
g14873.t1,g14873,61,111,64,82,30,92,93,271,28,234,206,212,181
g14874.t1,Adcy8,0,4,0,4,0,5,0,7,6,4,5,4,2
g14875.t1,ADCY8,82,6,81,198,44,400,71,221,74,181,52,147,64
g14876.t1,NAA25,30,24,2,22,32,36,2,10,6,8,5,35,6
g14877.t1,NAA25,18,88,9,18,18,16,8,3,6,4,19,12,14
g14878.t1,g14878,29,20,2,4,2,17,4,7,0,20,11,26,6
g14879.t1,g14879,22,8,6,10,12,72,3,4,8,4,4,14,4
g1488.t1,g1488,6,6,0,2,0,0,4,0,2,0,0,4,0
g14880.t1,g14880,30,60,10,27,8,12,17,105,28,41,69,53,108
g14881.t1,g14881,0,0,0,4,0,2,0,2,0,0,0,2,2
g14882.t1,g14882,0,0,0,0,0,0,0,0,0,0,0,0,0
g14883.t1,g14883,4,84,4,24,0,16,14,46,16,16,0,2,2
g14884.t1,g14884,24,15,4,4,0,14,26,65,20,14,4,85,18
g14885.t1,g14885,2,0,5,6,2,49,2,14,2,2,4,4,8
g14886.t1,g14886,12,4,1,6,4,5,0,6,2,2,6,16,3
g14887.t1,FCGBP,10,5,1,0,0,12,5,115,27,14,10,30,3
g14888.t1,g14888,57,15,0,2,0,65,0,12,14,4,1,3,2
g14889.t1,g14889,28,13,2,14,4,33,12,40,12,17,21,49,39
g1489.t1,g1489,2,0,2,2,0,36,2,4,6,10,0,16,4
g14890.t1,g14890,0,0,0,0,0,8,0,0,0,0,0,2,0
g14891.t1,g14891,0,6,2,2,2,20,0,6,2,3,2,4,0
g14892.t1,g14892,2,0,0,0,1,2,4,0,0,1,0,7,6
g14893.t1,g14893,2,0,1,4,2,3,0,6,0,2,2,2,4
g14894.t1,g14894,0,4,0,8,0,0,0,3,16,5,4,4,0
g14895.t1,g14895,2,0,0,0,0,13,1,6,0,4,0,10,6
g14896.t1,g14896,24,0,0,4,0,12,4,0,0,6,2,34,4
g14897.t1,g14897,8,2,0,0,0,2,0,10,0,4,0,16,12
g14898.t1,MYO18A,158,57,79,30,58,193,18,145,114,54,31,157,113
g14899.t1,g14899,42,8,6,32,8,29,9,59,2,49,50,77,59
g149.t1,Gtl3,262,120,121,18,40,144,70,558,112,247,408,343,653
g1490.t1,g1490,29,63,58,151,74,99,44,161,84,130,65,201,94
g14900.t1,Rbm17,125,177,20,124,137,110,76,253,61,130,170,367,251
g14901.t1,g14901,87,17,12,10,20,84,22,15,6,14,12,24,22
g14902.t1,Lmna,324,138,146,188,628,109,109,205,244,157,186,277,394
g14903.t1,Vprbp,4,0,1,0,10,32,0,14,0,0,0,0,0
g14904.t1,g14904,2,4,0,0,0,2,0,2,2,0,2,2,0
g14905.t1,g14905,2,0,0,0,0,0,0,2,0,0,0,0,0
g14906.t1,g14906,5,0,0,0,0,5,0,2,0,0,0,2,0
g14907.t1,g14907,2,0,0,0,2,0,0,0,0,0,0,2,0
g14908.t1,HCK,104,62,20,56,0,40,4,53,10,20,41,84,60
g14909.t1,g14909,50,20,14,14,8,8,8,20,28,20,8,76,94
g1491.t1,g1491,86,39,11,18,9,100,24,81,27,35,22,96,63
g14910.t1,g14910,8,2,0,0,0,4,8,14,8,10,0,2,24
g14911.t1,g14911,72,16,12,41,31,37,21,37,10,25,29,58,18
g14912.t1,g14912,14,10,5,4,0,55,2,12,2,2,6,13,4
g14913.t1,TMEM68,14,6,3,4,6,44,2,51,4,61,9,14,6
g14914.t1,g14914,288,401,85,196,122,268,107,301,142,197,64,319,241
g14915.t1,g14915,28,18,27,18,0,26,50,100,32,59,58,113,227
g14916.t1,g14916,352,68,46,34,0,72,30,334,102,79,64,280,354
g14917.t1,g14917,28,6,12,12,0,65,4,10,2,4,8,13,8
g14918.t1,g14918,10,0,0,0,0,6,3,10,2,0,0,10,2
g14919.t1,g14919,0,0,0,0,0,0,0,0,0,0,0,0,0
g1492.t1,g1492,0,10,0,4,6,34,0,0,0,0,0,7,4
g14920.t1,GPI,34,60,12,50,81,33,19,97,46,32,52,60,81
g14921.t1,g14921,24,4,1,2,10,30,0,6,0,3,6,16,10
g14922.t1,g14922,114,49,21,16,0,22,45,66,26,55,12,102,9
g14923.t1,g14923,2,2,4,2,2,4,0,6,6,0,0,0,6
g14924.t1,g14924,27,40,7,10,52,33,15,174,54,80,15,59,68
g14925.t1,g14925,8,4,0,16,20,8,6,48,10,30,16,64,62
g14926.t1,g14926,48,13,21,17,17,57,17,56,33,22,20,42,54
g14927.t1,g14927,453,420,89,231,46,46,46,206,176,148,127,130,74
g14928.t1,C10orf112,0,0,12,18,0,20,0,0,0,0,0,0,0
g14929.t1,g14929,8,0,0,6,2,20,2,93,20,22,6,20,27
g1493.t1,g1493,4,0,0,0,2,4,2,0,2,0,0,0,0
g14930.t1,Ube2d1,0,2,0,0,0,0,0,6,0,2,0,2,0
g14931.t1,g14931,0,0,0,0,0,0,0,0,0,0,0,0,0
g14932.t1,g14932,24,2,0,4,0,25,0,8,8,9,7,6,5
g14933.t1,g14933,28,10,0,10,2,15,19,6,4,10,10,16,24
g14934.t1,g14934,7,3,6,5,4,30,7,17,4,15,4,16,12
g14935.t1,g14935,444,180,57,42,70,182,139,118,117,445,27,229,361
g14936.t1,g14936,10,0,0,2,0,0,0,0,0,6,0,2,6
g14937.t1,g14937,148,58,44,60,122,351,138,228,98,114,72,184,258
g14938.t1,g14938,4,0,0,2,0,10,0,4,2,0,0,0,0
g14939.t1,SPTAN1,448,150,51,63,85,123,55,454,348,246,81,630,744
g1494.t1,g1494,2,0,2,0,8,8,0,0,0,0,0,0,0
g14940.t1,g14940,46,36,57,86,28,186,33,73,16,31,23,90,57
g14941.t1,Celf6,618,410,11,72,68,134,171,171,90,165,92,99,118
g14942.t1,g14942,206,89,28,28,94,82,73,216,65,193,88,171,260
g14943.t1,g14943,26,18,4,15,29,17,45,89,11,56,41,84,63
g14944.t1,g14944,165,38,11,33,14,199,25,78,30,44,29,133,98
g14945.t1,g14945,10,0,10,4,0,14,0,8,22,6,11,7,25
g14946.t1,g14946,14,0,0,0,6,4,0,0,2,4,0,0,0
g14947.t1,g14947,14,0,0,0,0,14,0,2,2,2,6,30,5
g14948.t1,Stxbp1,16,14,4,6,16,4,0,24,18,8,6,12,39
g14949.t1,g14949,10,8,0,0,0,20,10,30,0,3,0,2,0
g1495.t1,g1495,2,0,0,0,0,4,0,0,4,0,0,0,0
g14950.t1,198430633,82,2,2,14,8,57,2,18,12,22,4,42,8
g14951.t1,UGCG,86,34,15,12,2,96,34,166,38,53,48,205,228
g14952.t1,g14952,0,0,10,69,4,64,0,0,2,0,34,48,16
g14953.t1,g14953,0,0,0,0,0,0,0,0,0,11,0,6,6
g14954.t1,g14954,12,52,0,0,0,6,0,19,0,0,0,4,2
g14955.t1,g14955,2,16,0,2,2,6,0,43,6,20,14,18,4
g14956.t1,Cog1,80,18,8,4,15,34,4,6,6,8,20,40,20
g14957.t1,Prkab1,44,10,41,18,28,49,80,16,28,36,17,132,28
g14958.t1,Atxn10,34,2,12,8,14,114,38,30,8,8,30,46,71
g14959.t1,g14959,34,16,0,22,12,15,22,74,8,42,23,76,58
g1496.t1,g1496,410,137,255,293,14,789,85,576,194,246,262,288,406
g14960.t1,198429301,4,12,0,2,0,2,0,2,6,4,13,8,15
g14961.t1,198429305,633,279,137,133,45,488,289,776,204,474,473,1190,596
g14962.t1,g14962,2,10,0,2,0,24,2,0,2,0,2,6,4
g14963.t1,OPN1LW,2,6,0,0,0,0,0,12,10,16,0,0,2
g14964.t1,g14964,70,4,0,4,17,12,4,2,2,0,0,27,16
g14965.t1,g14965,32,4,0,4,4,12,18,16,8,10,2,34,6
g14966.t1,g14966,2,0,6,10,10,4,0,17,6,24,25,20,48
g14967.t1,g14967,2,6,2,2,2,42,2,10,2,4,6,29,14
g14968.t1,g14968,16,7,2,2,10,46,7,9,8,10,15,25,16
g14969.t1,g14969,68,4,8,24,6,65,4,28,10,16,15,31,17
g1497.t1,PRUNE2,264,48,38,26,6,30,40,84,30,167,30,125,94
g14970.t1,SAMHD1,0,17,0,0,0,2,0,24,2,4,0,0,0
g14971.t1,g14971,80,115,6,10,28,22,62,101,60,61,46,198,160
g14972.t1,g14972,44,4,8,12,2,19,0,0,2,0,17,36,17
g14973.t1,Slc16a14,75,74,53,52,20,111,23,160,42,52,75,177,109
g14973.t2,Slc16a14,39,29,17,36,8,48,24,94,20,31,63,127,64
g14974.t1,g14974,20,8,61,24,40,61,4,24,0,2,8,32,42
g14975.t1,Arhgap26,74,128,67,60,50,126,33,136,16,123,55,82,50
g14976.t1,Pkmyt1,30,20,4,14,84,40,0,46,12,32,29,28,58
g14977.t1,g14977,31,38,14,12,9,32,12,53,22,28,13,40,22
g14978.t1,STK38,2,8,8,4,12,19,2,60,12,12,6,6,43
g14979.t1,g14979,22,2,0,4,6,4,9,21,6,18,0,13,17
g1498.t1,FCGBP,870,341,291,333,64,1783,139,611,318,957,344,904,419
g14980.t1,g14980,16,12,5,2,4,36,0,25,16,8,4,20,10
g14981.t1,g14981,6,0,0,2,0,4,0,0,0,0,0,0,2
g14982.t1,Lrp12,100,132,2,20,18,29,30,177,78,96,30,127,182
g14983.t1,g14983,36,8,0,0,0,0,0,2,2,0,2,14,2
g14984.t1,g14984,14,42,14,8,22,14,8,47,22,8,8,61,53
g14985.t1,g14985,0,0,0,0,0,0,0,0,0,0,0,0,0
g14986.t1,g14986,96,82,5,11,0,50,30,457,152,189,25,315,190
g14987.t1,g14987,2,2,0,0,0,2,0,2,0,0,0,0,0
g14988.t1,g14988,45,34,7,19,6,38,25,27,15,24,10,28,24
g14989.t1,g14989,46,4,6,11,8,14,8,10,14,8,10,62,38
g1499.t1,ZAN,188,62,55,108,18,241,22,125,69,183,68,229,115
g14990.t1,g14990,52,8,2,0,2,28,2,3,20,4,0,4,4
g14991.t1,g14991,49,48,35,58,46,184,44,159,35,80,100,245,157
g14992.t1,Ssbp3,46,14,23,18,21,29,5,44,34,15,21,23,41
g14993.t1,g14993,2,6,0,0,2,0,0,2,0,2,0,2,0
g14994.t1,g14994,49,52,8,18,18,48,6,59,20,76,27,17,28
g14995.t1,g14995,10,8,0,0,0,18,2,7,0,0,0,0,0
g14996.t1,g14996,5,0,0,0,2,2,0,2,0,0,3,12,0
g14997.t1,g14997,95,129,14,48,22,156,61,233,52,100,54,131,105
g14998.t1,Pah,170,308,46,86,2,120,56,373,138,333,116,430,345
g14999.t1,STK38L,96,32,22,34,54,38,56,156,26,63,69,50,96
g15.t1,g15,2,30,0,39,0,0,0,2,2,10,2,0,2
g150.t1,C6orf165,124,122,48,25,12,16,16,217,67,95,175,36,215
g1500.t1,g1500,24,0,0,4,4,18,2,6,2,2,0,26,10
g15000.t1,198428323,625,107,9,414,122,158,232,320,178,408,185,523,607
g15001.t1,g15001,57,26,0,10,12,4,0,8,8,0,12,15,13
g15002.t1,g15002,2,4,0,0,0,2,0,0,4,1,1,4,5
g15003.t1,g15003,0,0,0,0,0,0,0,0,0,0,1,0,0
g15004.t1,g15004,100,32,26,28,0,97,22,114,38,63,17,59,63
g15005.t1,g15005,2,0,0,0,0,4,0,2,0,0,0,0,2
g15006.t1,g15006,8,10,0,0,0,4,0,2,0,0,0,0,2
g15007.t1,g15007,11,2,6,4,28,199,0,7,2,0,1,8,9
g15008.t1,Gch1,112,65,34,30,2,67,8,105,70,95,21,100,43
g15009.t1,g15009,94,79,17,58,27,229,30,93,22,37,68,157,131
g1501.t1,g1501,23,10,11,10,24,61,6,4,8,10,1,6,0
g15010.t1,g15010,96,57,7,21,82,34,24,120,82,59,18,323,307
g15011.t1,260826351,90,72,46,16,8,95,44,140,32,71,50,286,144
g15012.t1,260834883,264,48,351,90,22,627,49,157,58,105,79,193,102
g15013.t1,ZNF665,2,2,0,0,0,27,2,7,2,0,22,1,0
g15014.t1,g15014,35,18,13,6,12,45,15,48,6,47,24,94,48
g15015.t1,g15015,148,139,95,177,54,532,210,273,38,121,204,392,237
g15016.t1,ZNF436,0,0,0,0,6,8,0,0,0,0,0,0,0
g15017.t1,g15017,0,0,0,0,0,2,0,0,0,2,0,0,0
g15018.t1,g15018,10,2,2,4,2,34,0,13,2,0,0,12,10
g15019.t1,g15019,2,30,0,6,6,10,2,7,2,0,0,4,6
g1502.t1,g1502,2,0,2,2,0,7,0,8,8,0,8,16,14
g15020.t1,g15020,271,106,17,127,64,93,104,103,34,99,104,163,108
g15021.t1,g15021,110,12,15,27,30,136,35,52,26,46,35,195,71
g15022.t1,g15022,2,4,0,0,0,2,0,0,0,0,0,0,4
g15023.t1,g15023,47,28,5,23,14,109,18,77,14,49,38,130,80
g15024.t1,g15024,52,16,10,10,6,67,13,16,8,13,18,44,11
g15025.t1,g15025,6,0,0,4,0,14,0,2,2,0,2,29,18
g15026.t1,Ncl,66,39,48,92,581,210,28,83,111,16,110,270,202
g15027.t1,g15027,526,354,1103,1252,2623,5828,131,432,301,160,714,240,688
g15028.t1,Ica1,157,215,71,64,65,218,42,397,112,215,127,197,191
g15029.t1,g15029,18,4,34,14,26,154,8,37,30,14,36,136,72
g1503.t1,g1503,38,4,1,8,4,34,9,22,6,12,2,10,6
g15030.t1,N6AMT1,24,34,43,40,118,70,18,46,8,8,131,56,70
g15031.t1,g15031,96,112,2014,2622,54,2518,26,1308,726,616,1055,1833,185
g15032.t1,HARBI1,14,20,0,1,0,23,0,4,2,2,2,43,6
g15033.t1,g15033,78,34,14,33,6,68,16,43,28,22,19,56,60
